split,idx,speaker,duration,sr,text,n_eojeol,n_char,est_ratio,ratio_bin,dataset_split,sample_id
train,13504,113,5.526375,16000,결론적으로 말하면 정종은 일본식 청주의 한 종류일 뿐입니다,8,25,0.31503712777615817,high(30%~),train,zk_00240
train,13509,113,6.7105625,16000,그런데 표지 제목은 엄마 되기의 덫 왜 성공한 여성들은 아이가 없을까였다,11,30,0.2594437212996625,mid(15~30%),train,zk_00241
train,13523,113,10.031,16000,전북경찰청 광역수사대는 일 일 공동공갈 혐의로 렌터카 직원 박모씨를 구속하고 소장 김모씨를 불구속 입건했다,14,46,0.17356328451938652,mid(15~30%),train,zk_00242
train,13528,113,10.5883125,16000,천 구백 사십 칠 년 오 월부터 지금까지 관람차는 계속 회전하면서 즐거워하는 손님들을 천천히 올려 주기도 하고 내려 주기도 합니다,20,53,0.1644278355983511,mid(15~30%),train,zk_00243
train,13533,113,6.269375,16000,동료들끼리 돌아가면서 한 달에 한 두 차례씩 토요일에 쉬었을 뿐이었다,10,29,0.2777012552310184,mid(15~30%),train,zk_00244
train,13535,113,7.3375,16000,저체중아의 경우 몸무게에 따라 오백 만원에서 천 만원까지 의료비를 지원받을 수 있다,12,35,0.23727608954193746,mid(15~30%),train,zk_00245
train,13547,113,8.1734375,16000,우리가 규제라고 생각하는 것이 아니라 교육 현장에서 규제라고 생각하는 것이 중요하다,11,36,0.213008701297828,mid(15~30%),train,zk_00246
train,13549,113,6.8266875,16000,중위그룹은 일 조 구천 억원 적자 하위그룹은 칠천 억원 의 적자를 기록했다,12,30,0.2550304678534012,mid(15~30%),train,zk_00247
train,13551,113,8.219875,16000,어머니나 아버지가 녹내장에 걸린 사람은 녹내장에 걸릴 위험성이 세 배 내지 다섯 배로 높아집니다,14,40,0.21180532636006827,mid(15~30%),train,zk_00248
train,13554,113,11.37775,16000,김영한 청와대 민정수석이 구 일 김기춘 비서실장의 국회 운영위 출석 지시를 거부하고 사의를 표명한 이유에 관심이 쏠리고 있다,18,52,0.1530191212686134,mid(15~30%),train,zk_00249
train,9480,117,8.15475,16000,김 군수는 성주경찰서장을 지내고 이천 십 년과 이천 십 사 년 지방선거에서 연이어 군수에 당선됐다,15,40,0.21349683399417102,mid(15~30%),train,zk_00250
train,9490,117,7.6394375,16000,특히 휴가철인 팔 월에 주택담보대출이 급증하는 등 비정상적인 사인이 곳곳에서 포착되고 있다,12,39,0.22789810205449895,mid(15~30%),train,zk_00251
train,9493,117,6.2546875,16000,또한 이 차례에 걸쳐 롯데 제품 소비하지 않는 날을 정해 소비 파업에 들어갈 예정이다,14,34,0.2783533640991602,mid(15~30%),train,zk_00252
train,9494,117,11.4443125,16000,미국의 북한 미사일 전문가인 존 실링은 북한이 이번에 사용한 운반체 광명성이 은하 삼 호 로켓과 똑같은 엔진을 사용하는 등 은하 삼 호의 거의 복사본 수준이라고 설명했다,26,69,0.15212913025696967,mid(15~30%),train,zk_00253
train,9509,117,7.8401875,16000,래리 핑크 캘리포니아대 졸업 후 뉴욕 소재 투자은행 퍼스트 보스턴에서 채권투자 전문가로 이름을 날렸다,14,43,0.22206271304276412,mid(15~30%),train,zk_00254
train,9516,117,5.7771875,16000,기자 계곡에 쌓인 눈이 얼어붙으면서 만들어진 거대한 얼음 동굴입니다,9,29,0.30136001419617525,high(30%~),train,zk_00255
train,9525,117,7.4159375,16000,각 회원의 과거 시청 기록과 평가를 바탕으로 이들이 앞으로 보면 좋아할 것 같은 작품들을 추천해 준다,16,41,0.2347664482088699,mid(15~30%),train,zk_00256
train,9544,117,10.605875,16000,코스피 떨어질 만큼 떨어졌다증시 전문가들은 천 구백 오십 에서 이천 선 사이가 코스피의 단기 저점이라며 추가로 급락할 가능성은 크지 않다고 분석했다,21,62,0.1641555559549746,mid(15~30%),train,zk_00257
train,9547,117,5.7810625,16000,동료들끼리 돌아가면서 한 달에 한 두 차례씩 토요일에 쉬었을 뿐이었다,10,29,0.3011580149866856,high(30%~),train,zk_00258
train,9553,117,8.8729375,16000,경기 여주 오십 대 농장주 암매장 사건의 용의자가 지난달 이십 육 일 여주시 북내면의 한 은행에서 돈을 인출하고 있다,19,47,0.1962161129855773,mid(15~30%),train,zk_00259
test,368,118,10.563375,16000,이 전 회장의 장례식은 별세 시점인 십 사 일을 기준으로 일곱 일장으로 치뤄진다,13,32,0.1648160088053265,mid(15~30%),train,zk_00260
test,381,118,7.96075,16000,구체적인 설명은 없지만 재단 설립 관련 자료를 정호성으로부터 받아 안종범에게 건네줬다고 했다,12,40,0.2186996585766374,mid(15~30%),train,zk_00261
test,392,118,12.7885,16000,실제 우리은행은 오 월 모바일 전용 중금리 대출상품 위비뱅크를 출시했다가 한달만에 이십 대에 대해서만 대출한도를 원래의 절반인 오백 만원으로 줄였다,20,63,0.13613897697258992,low(~15%),train,zk_00262
test,395,118,9.060625,16000,독일을 보호하기 위하여 회스는 약 이백 만 명의 인명을 앗아 가는 일을 지휘하였는데 그중 대부분이 유대인이었습니다,16,48,0.19215156868471725,mid(15~30%),train,zk_00263
test,403,118,6.9235,16000,성서에 나와 있는 조건은 한 가지 그리스도인은 주 안에서만 결혼하라는 것입니다,11,33,0.25146433263724505,mid(15~30%),train,zk_00264
test,405,118,8.343375,16000,미국 이통사들도 우리나라처럼 단말기를 사면 보조금을 줬는데 그 상황이 변할 것으로 보여서 그래,13,40,0.2086701493117553,mid(15~30%),train,zk_00265
test,410,118,12.7625625,16000,성서는 예수께서 열두 살 때 예루살렘 성전에서 한 행동을 설명한 후에 그분이 마리아와 그의 남편인 요셉과 함께 집으로 돌아가 그들에게 계속 복종했다고 알려 줍니다,24,67,0.13641565375401424,low(~15%),train,zk_00266
test,417,118,5.668375,16000,부대는 결국 김 이병을 위해 따로 행정병 자리를 만들었다,9,23,0.3071450472161715,high(30%~),train,zk_00267
test,418,118,5.9804375,16000,만일 내가 그 사람과 결혼했더라면 그리스도인 집회에 혼자 다닐 뻔했어요,10,30,0.29111805064662344,mid(15~30%),train,zk_00268
test,450,118,10.5894375,16000,안철수 전 대표는 연합뉴스와의 통화에서 돌려막기 인사라며 앞으로 박근혜 정부에서 돌려막기 인사를 해도 비판하기 힘들 것이라고 말했다,17,57,0.16441036712421844,mid(15~30%),train,zk_00269
train,7235,119,7.142625,16000,당시 주유소가 내건 휘발유 가격은 리터당 일 천 삼백 오십 칠 원,12,25,0.2437497848499629,mid(15~30%),train,zk_00270
train,7242,119,7.7725625,16000,나가면 더 어려운 곳에 가야 한다며 총선에서 어디에 갈지는 그 때 가서 판단하면 될 것이다,15,36,0.2239947645340859,mid(15~30%),train,zk_00271
train,7247,119,10.191625,16000,경찰은 수사팀에 계좌추적 요원을 대거 배치하는 한편 본청에서 인력을 지원받아 은닉 자금을 끝까지 추적한다는 방침이다,15,50,0.17082784217570468,mid(15~30%),train,zk_00272
train,7253,119,7.2135,16000,이들은 이튿날 새벽 세 시 삼십 분까지 네 시간 가까이 침묵을 지켰다,12,27,0.24135486338309645,mid(15~30%),train,zk_00273
train,7257,119,7.511875,16000,사우디 당국은 언론매체 전단지 등을 통해 경각심을 촉구하는 특별 예방 활동에 나섰다,12,35,0.23176814137801363,mid(15~30%),train,zk_00274
train,7258,119,6.9113125,16000,마약이 구석구석까지 침투해 있는 많은 사회에 대해서도 그렇게 말할 수 있습니다,11,33,0.25190776817195953,mid(15~30%),train,zk_00275
train,7260,119,8.9851875,16000,더구나 대도시에서는 민영 어린이집마저 부족해 아이 맡길 곳을 찾는 것이 전쟁이나 다름이 없게 되었다,14,42,0.19376482761366595,mid(15~30%),train,zk_00276
train,7273,119,12.835625,16000,김대환 노사정위원장이 노사정 대타협 실패에 책임을 지고 지난 구 일 사의를 표명했지만 아직 청와대에서 사표를 수리하거나 반려하지 않았다,18,58,0.1356391532951427,low(~15%),train,zk_00277
train,7276,119,9.6775625,16000,특히 초등학교 교단의 여초 현상이 갈수록 심해지는 가운데 남성 교사의 합격자 비율이 전년도에 비해 다소 올랐다,16,46,0.17990204734032625,mid(15~30%),train,zk_00278
train,7284,119,13.114875,16000,김 수석은 인터뷰에서 검찰이 구속영장을 청구한 납득할 만한 근거를 지금도 찾기 어려워 보인다며 박 전 대통령은 증거인멸이나 도주의 우려가 없지 않으냐고 말했다,22,67,0.132751040861157,low(~15%),train,zk_00279
train,6675,120,10.434,16000,삼성그룹의 시작점으로 상징성이 큰 삼성본관도 지금 당장은 팔 계획이 없는 것으로 파악됐지만 장기적으로는 매각 가능성이 있는 자산으로 꼽힌다,18,60,0.16685962306056798,mid(15~30%),train,zk_00280
train,6677,120,8.3691875,16000,기자 라스코 동굴벽화는 일 만 칠 천여 년 전 크로마뇽인이 그린 것으로 추정되는 구석기시대 대표 벽화입니다,16,44,0.20802656255627755,mid(15~30%),train,zk_00281
train,6678,120,5.695,16000,이에 못 믿겠다는 표정을 짓자 그는 더 명확한 소식을 알려주었다,10,26,0.3057090969295814,high(30%~),train,zk_00282
train,6695,120,8.888875,16000,예를 들면 표제 기사인 기분 장애를 이해함 우울증에 걸린 십대 청소년을 돕는 방법 및 식욕 이상의 원인은 무엇인가,18,46,0.19586430307704475,mid(15~30%),train,zk_00283
train,6697,120,7.0731875,16000,여기에 총수가 소수 지분으로 그룹 전체를 지배하는 한국 특유의 지배구조 문제도 영향을 주고 있다,14,40,0.24614267711890375,mid(15~30%),train,zk_00284
train,6720,120,7.6568125,16000,특히 최 씨가 학교 관계자와 면담한 이후 딸 정유라 씨의 성적이 가파르게 향상된 것으로 확인됐는데요,15,41,0.22738095088706511,mid(15~30%),train,zk_00285
train,6723,120,8.6774375,16000,양 위원은 지난 삼 일 광주시의회에서 가진 회견에서 한번도 패배를 생각해 본 적 없다며 승리를 자신하기도 했다,17,45,0.20063680170718212,mid(15~30%),train,zk_00286
train,6737,120,8.9649375,16000,어떻게 손대야 할지도 모르겠고 떨리기도 하고 마흔 여덟 살 최 모 씨가 여성을 차로 들이받은 건 주말 새벽 한 시 반쯤입니다,21,49,0.19420250358844848,mid(15~30%),train,zk_00287
train,6738,120,8.0456875,16000,구로구 도봉구 서대문구 영등포구 용산구에서 당구장의 오 년 생존율이 칠십 퍼센트를 넘었다,12,38,0.21639086865031312,mid(15~30%),train,zk_00288
train,6776,120,10.7489375,16000,이들은 지씨가 사제들이 북한과 내통해 오 십 팔 사진자료집을 만들고 오 십 팔 에 대한 유언비어를 퍼뜨렸다고 비방했다며 허위사실 유포와 명예훼손 혐의로 고소했다,23,67,0.16197073496929032,mid(15~30%),train,zk_00289
train,22215,122,9.4049375,16000,때때로 자해는 우울증 양극성 장애 강박 장애 식욕 이상 등 다른 질환의 부산물이다,13,33,0.18511694596736725,mid(15~30%),train,zk_00290
train,22220,122,10.9331875,16000,현재 백화점과 영화관 등은 오픈해 영업하고 있고 테마파크 및 아파트 등의 공사는 이천 십 팔 년 완공을 목표로 진행돼 왔다,20,49,0.15924114600741696,mid(15~30%),train,zk_00291
train,22224,122,12.11975,16000,창업 초기 아무리 힘들더라도 하루 한 편씩 새로운 동영상을 꼭 올린다는 일 일 일 콘텐트 원칙을 세웠고 지금도 그 약속을 지켜나가고 있습니다,22,57,0.14365092572156737,low(~15%),train,zk_00292
train,22235,122,11.95425,16000,더군다나 김정주 넥슨 창업주가 뇌물 공여 의혹에 휩싸이며 뒤숭숭한 사내 분위기 속에서 게임 서비스가 이뤄진 점도 아쉬운 대목이다,18,54,0.14563969358294884,low(~15%),train,zk_00293
train,22238,122,11.8783125,16000,항해를 지휘하는 선교에서 두 주만 더 경험을 쌓으면 된다고 말하자 그는 내가 이집트의 포트사이드로 항해하도록 마련해 주었습니다,17,54,0.14657076137826533,low(~15%),train,zk_00294
train,22239,122,7.4140625,16000,계속 신당 세력과 통합하는데 원외 민주당과 합치면 당명도 민주당이 되나,10,30,0.23482582012411768,mid(15~30%),train,zk_00295
train,22252,122,10.0175625,16000,인기 드라마 태양의 후예를 패러디한 해당 포스터는 권 의원이 군복 차림으로 총을 겨눈 모습이 합성돼 있었다,16,44,0.17379610129849113,mid(15~30%),train,zk_00296
train,22256,122,10.458625,16000,서울대 약대 관계자는 약대 입시가 편입으로 바뀐 이후에 약대는 연구의 장이 아니라 직업훈련학교로 전락한 지 오래라고 씁쓸해했다,17,54,0.16646674940673045,mid(15~30%),train,zk_00297
train,22257,122,12.2214375,16000,삼성전자가 사원 대리 과장 차장 부장으로 이뤄진 다섯 단계 직급체계를 사원 선임 책임 수석의 네 단계로 축소하는 방안을 추진한다,19,53,0.14245568960394112,low(~15%),train,zk_00298
train,22260,122,12.826125,16000,김문수 전 경기지사는 십 삼 일 대구를 떠나 수도권 험지에 출마하라는 일각의 요구에 대해 저는 수성갑에 뼈를 묻어야 되겠다고 일축했다,20,55,0.1357396179293408,low(~15%),train,zk_00299
train,16137,123,5.206,16000,기준이 애매하고 상대적인 개념이 될 수 있을 것 같습니다,9,23,0.33442437706760775,high(30%~),train,zk_00300
train,16142,123,5.9895625,16000,이로써 그는 살아생전 전 재산을 기부하겠다는 약속을 지켰다,8,25,0.2906745370824607,mid(15~30%),train,zk_00301
train,16150,123,12.4645,16000,슬프거나 스트레스를 받은 개의 극단적인 징후는 이빨을 드러내거나 물려는 모습이지만 코렌 박사는 불편함을 나타내는 개들의 섬세한 신호도 있다고 전했다,19,64,0.1396777493693262,low(~15%),train,zk_00302
train,16159,123,6.4395625,16000,이들을 제외한 여든 네 개월 미만 아동에게는 월 십 만원이 지급된다,11,27,0.2703620482003189,mid(15~30%),train,zk_00303
train,16162,123,9.4983125,16000,다음 모형들은 정육면체 모형들을 똑같은 모양으로 쌓아놓고 삼 차원 공간에서 각기 다른 방향으로 비틀어 놓은 것이다,16,48,0.18329711798953405,mid(15~30%),train,zk_00304
train,16168,123,7.2289375,16000,한편 대설주의보가 발효 중인 전남 해안 지역에서는 약하게 눈이 이어지고 있습니다,11,34,0.2408394466011037,mid(15~30%),train,zk_00305
train,16171,123,5.6988125,16000,그래서 천 구백 구십 사 년 말 즈음에 나도 운동을 시작했습니다,11,25,0.30550457784213225,high(30%~),train,zk_00306
train,16188,123,10.5139375,16000,어디 텃밭에 갔나보다 했는데 아 꽁치를 사러 가서 꽁치랑 시래기랑 사다가 그 백종원 선생님 밥집에 나온 거를 그걸 해주더라고요,19,52,0.165590988819742,mid(15~30%),train,zk_00307
train,16189,123,12.2601875,16000,입주자 대표회의 관계자는 애초 입주할 때부터 시공사와 엘리베이터 삼 대를 쓰는 조건으로 계약한 만큼 상가 측 주장은 억지에 가깝다고 반박하고 있다,21,61,0.14200543890653924,low(~15%),train,zk_00308
train,16191,123,7.29525,16000,하지만 이같은 노동절 휴일수당은 여전히 많은 노동자에게 그림의 떡인 상황이다,10,33,0.2386502596914384,mid(15~30%),train,zk_00309
train,15388,124,12.0606875,16000,이 과정에서 아파트 명의 문제 등으로 말다툼이 벌어졌고 감정이 격해진 송씨가 공구를 침대에 펼쳐놓고 흉기를 아내 가슴에 들이대며 죽여버린다고 협박했다,20,64,0.14435439994726387,low(~15%),train,zk_00310
train,15391,124,6.594625,16000,이 전 회장의 장례식은 별세 시점인 십 사 일을 기준으로 일곱 일장으로 치뤄진다,13,32,0.26400489899182533,mid(15~30%),train,zk_00311
train,15395,124,6.891625,16000,그러고 나서 넌 성서에서 약속하는 이런 축복이 이루어질 거라고 생각하니 라고 물었습니다,12,37,0.25262740021605445,mid(15~30%),train,zk_00312
train,15402,124,8.9336875,16000,탱크 시위의 첫 번째 목적은 자기가 아니면 박정희 대통령을 보필할 사람이 없다는 점을 대통령에게 인식시키려는 것이다,16,49,0.1948818231009274,mid(15~30%),train,zk_00313
train,15406,124,7.049875,16000,그러나 그 논의가 한국인의 부족함으로 흘러가는 것을 의도하진 않았다고 설명했습니다,10,36,0.24695662079312983,mid(15~30%),train,zk_00314
train,15415,124,6.36775,16000,김현정 끝으로 국민들에게 하시고 싶은 말씀 있다면 한 말씀 해주시겠어요,10,30,0.2734110646639655,mid(15~30%),train,zk_00315
train,15487,124,6.749,16000,집이나 아파트를 구입할 때 한 번에 값을 모두 치를 수 있는 사람은 많지 않습니다,14,32,0.25796611453755613,mid(15~30%),train,zk_00316
train,15493,124,8.629625,16000,그런데 어찌하여 그런 뜨거운 가슴을 지닌 사람이 개성공단 폐쇄나 사드 문제에 관해 그렇게 미온적인가,14,42,0.20174843136451073,mid(15~30%),train,zk_00317
train,15495,124,9.6565,16000,검찰이 청구한 전자발찌 부착은 의사 소견 등을 살핀 결과 살인 재범 우려는 없어 보인다며 받아들이지 않았다,16,44,0.18029444488313223,mid(15~30%),train,zk_00318
train,15496,124,9.04175,16000,사건은 일단락됐지만 전당대회가 끝난지 두 주차 만에 추 대표와 당의 허니문이 끝나게 된 계기가 됐다는 평가다,16,45,0.19255269245599205,mid(15~30%),train,zk_00319
train,3401,125,9.615375,16000,기자 라스코 동굴벽화는 일 만 칠 천여 년 전 크로마뇽인이 그린 것으로 추정되는 구석기시대 대표 벽화입니다,16,44,0.18106556499501747,mid(15~30%),train,zk_00320
train,3415,125,11.4025,16000,청도군은 피서객들이 불편을 겪고 지역 이미지가 나빠지자 계도와 단속을 병행하면서 재단을 설득하고 있으나 재단은 모르쇠로 일관하고 있다,17,58,0.15268698154036098,mid(15~30%),train,zk_00321
train,3416,125,5.7560625,16000,그래서 아직까지 중국어선 불법조업은 개선되지 않고 있고요,7,25,0.3024660185698064,high(30%~),train,zk_00322
train,3428,125,9.39025,16000,수도권에선 서울이 영 쩜 일 오 퍼센트를 기록하며 서른 아홉 주 연속 상승했고 경기와 인천도 오름세를 이어갔다,17,45,0.18540649152194735,mid(15~30%),train,zk_00323
train,3432,125,11.76525,16000,검은 덩어리가 실제로 핵연료 파편으로 드러나면 사고 후 육 년 가까이 지나서 처음 발견한 것으로 폐로작업을 하는 과정에서 귀중한 자료가 된다,21,58,0.14797928705416086,low(~15%),train,zk_00324
train,3433,125,13.2405,16000,은행 대출처럼 복잡하지 않고 자동화기기에서 몇 차례 클릭만으로 현금을 손에 쥘 수 있다는 편리함 때문에 점점 이용 빈도가 잦아지고 한 차례 연체했다가 갚기도 했다,24,67,0.13149150764804698,low(~15%),train,zk_00325
train,3458,125,8.099125,16000,정용욱 한국역사연구회장은 십 팔 일 교육부 측의 간담회 요청을 받고 불참하겠다고 했다,12,36,0.21496313577256382,mid(15~30%),train,zk_00326
train,3477,125,11.8625625,16000,그는 성서 계시록에 기록된 매우 인상적인 환상을 받은 후에 경외심에 사로잡힌 나머지 환상을 보여 준 천사의 발 앞에 숭배하려고 엎드렸습니다,20,58,0.14676536431432638,low(~15%),train,zk_00327
train,3478,125,9.17975,16000,평균속도 백 십 삼 쩜 사 키로미터 수준으로 주행하면 킨텍스 동탄 전체 구간을 삼십 육 분 만에 주파할 수 있다,20,43,0.18965803066684453,mid(15~30%),train,zk_00328
train,3480,125,8.8421875,16000,중국이 판첸 라마가 사라진 지 이십 년 만에 그의 근황을 처음 언급했다고 로이터통신이 칠 일 보도했다,16,41,0.19689848321062703,mid(15~30%),train,zk_00329
test,47,126,7.159875,16000,올해 가계소득과 소비 전망에 대해서도 부정적 의견이 우세했다,8,26,0.24316252825837967,mid(15~30%),train,zk_00330
test,49,126,8.5765,16000,삼 분기에만 매출 일 조 이천 구백 십 구 억원 영업이익 육백 십 팔 억원을 올렸다,16,31,0.20299811193540096,mid(15~30%),train,zk_00331
test,55,126,6.83675,16000,언제 이 뚜껑이 들끓어서 열릴까하는 게 시간문제였거든요,7,24,0.25465510761896604,mid(15~30%),train,zk_00332
test,59,126,6.0380625,16000,강아지가 용변을 보도록 유도하는 말을 가르칠 수도 있다,8,23,0.2883397293442998,mid(15~30%),train,zk_00333
test,61,126,13.057375,16000,트럼프 행정부가 북한에 대한 군사적 압박을 높이는 상황에서 이뤄진 인터뷰인 만큼 한 부상의 입에 관심이 쏠렸습니다,16,48,0.13333562886981234,low(~15%),train,zk_00334
test,63,126,7.95475,16000,실제로 우두머리 수컷은 화가 나거나 흥분하면 코가 부풀어 오르면서 빨개집니다,10,33,0.21886461636304927,mid(15~30%),train,zk_00335
test,67,126,10.748625,16000,폭발로 인한 연기는 공항 밖 주차장까지 퍼져나갔고 사람들은 놀라 뛰쳐나가기 바쁩니다,11,36,0.16197544402320913,mid(15~30%),train,zk_00336
test,69,126,9.0165,16000,박씨의 인터뷰는 일본에서 니코니코 홈페이지를 통해 팔 월 사 일 오후 열 시에 방영된다,14,35,0.19309192114611723,mid(15~30%),train,zk_00337
test,70,126,9.5418125,16000,그런데 어찌하여 그런 뜨거운 가슴을 지닌 사람이 개성공단 폐쇄나 사드 문제에 관해 그렇게 미온적인가,14,42,0.18246148800492212,mid(15~30%),train,zk_00338
test,73,126,7.28575,16000,한국 무속의 경우에도 남쪽 지방과 북쪽 지방이 상당히 다르다,9,25,0.23896143938701797,mid(15~30%),train,zk_00339
train,7069,128,6.8479375,16000,한국인터넷진흥원은 아이핀 시스템을 전면 재구축하는 방안도 검토하기로 했다,8,33,0.254239076658332,mid(15~30%),train,zk_00340
train,7078,128,5.3380625,16000,앞쪽에는 단상을 비롯해 대형 텔레비전이 덮개로 덮여있었다,7,25,0.32615079104337313,high(30%~),train,zk_00341
train,7082,128,8.37175,16000,재판부는 김씨에게 육체적 정신적 피로가 누적된 상태에서 심근경색이 발생한 것으로 보인다고 판단했다,12,43,0.20796288792832635,mid(15~30%),train,zk_00342
train,7110,128,7.8309375,16000,그리고 제가 이 나라가 처한 문제들에 대해서 과연 그런 해법을 제시하고 그것을 실행할 의지나 능력이 있느냐,16,44,0.22232501625941545,mid(15~30%),train,zk_00343
train,7127,128,6.521125,16000,그래도 답답한 마음에 하루에 몇 번씩 전화를 걸지만 닷새째 연결이 되지 않는다,12,32,0.2669805144072482,mid(15~30%),train,zk_00344
train,7137,128,9.37825,16000,이천 칠 년 오천 다섯 개였던 미국 증권사는 이천 십 이 년 사천 이백 여든 아홉 개로 줄어 십 사 쩜 삼 퍼센트나 감소했습니다,24,48,0.1856437295885657,mid(15~30%),train,zk_00345
train,7141,128,9.1985,16000,이십 대 국회에서 야당이 다수를 차지한 만큼 야당과의 협력관계를 구축하지 않으면 사실상 국정 운영이 불가능하기 때문이다,16,51,0.18927143632265764,mid(15~30%),train,zk_00346
train,7147,128,6.9675,16000,하지만 이같은 노동절 휴일수당은 여전히 많은 노동자에게 그림의 떡인 상황이다,10,33,0.24987632680501845,mid(15~30%),train,zk_00347
train,7164,128,7.569,16000,박씨는 일 때문에 전국을 돌아다니는데 캠핑카 때문에 더 이상 모텔에서 잘 필요가 없어졌다고 했다,14,40,0.23001893341444923,mid(15~30%),train,zk_00348
train,7165,128,13.1609375,16000,앞서 조사를 받은 박상진 삼성전자 대외협력담당 사장은 검찰조사에서 삼성이 정유라씨에게 거액을 후원한 데 대해 최순실씨 측 협박 때문이라고 진술한 것으로 알려졌다,21,69,0.13228642009841368,low(~15%),train,zk_00349
train,13555,129,6.6525,16000,그밖의 자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다,7,33,0.2617081258194613,mid(15~30%),train,zk_00350
train,13560,129,10.193625,16000,제주로 오기 전 직업은 사무 관리직이 가장 많고 자영업 판매 서비스직 순이나 이주 후 직업은 자영업 판매 서비스직 일 차 산업 순으로 나타났다,23,57,0.1707943255724991,mid(15~30%),train,zk_00351
train,13568,129,9.381,16000,정씨는 이천 십 삼 년 이 월 공공비정규직 노조 지회 설립을 주도했다,12,27,0.1855893089237785,mid(15~30%),train,zk_00352
train,13569,129,5.5265,16000,산업별로는 로비력이 막강한 재정 보험 부문에서 불평등이 심각했다,8,28,0.3150300021738833,high(30%~),train,zk_00353
train,13580,129,5.0453125,16000,당신은 몸으로 하는 일에 대해 어떤 생각을 가지고 있습니까,9,24,0.34507541545027515,high(30%~),train,zk_00354
train,13587,129,9.1309375,16000,최씨는 한 푼도 없어도 광역콜 대리운전 회사에 가면 일 만원을 충전해준다며 하루 일해서 갚으면서 돈을 벌 수 있는 게 대리기사라 설명했다,21,56,0.1906719115111637,mid(15~30%),train,zk_00355
train,13591,129,6.8131875,16000,두 사람의 감정이 갈수록 격해지자 재판장인 김세윤 부장판사가 아직 더 남았어요,11,33,0.25553579833432827,mid(15~30%),train,zk_00356
train,13594,129,6.2293125,16000,합참의 예상이 맞다면 이번 발사는 올해 들어 여덟 번째 시험발사된 무수단 미사일이 된다,13,36,0.27948723185969016,mid(15~30%),train,zk_00357
train,13598,129,9.0045,16000,신동주 쿠데타에는 일본의 신선호 사장뿐 아니라 한국의 신영자 롯데복지재단 이사장 신동인 롯데자이언츠 구단주 대행도 함께했다,15,54,0.19334924837736311,mid(15~30%),train,zk_00358
train,13608,129,9.6346875,16000,본래 목적인 세금추징뿐만 아니라 정부의 부동산 정책에까지 반영될 정도로 다양한 곳에 부동산 통계자료 또는 지표로 활용되고 있습니다,17,56,0.18070262341295099,mid(15~30%),train,zk_00359
train,9381,131,6.4640625,16000,메탄은 천연가스의 주요 성분이며 온실 효과를 유발하는 매우 강력한 가스이다,10,32,0.2693373257164463,mid(15~30%),train,zk_00360
train,9384,131,5.2693125,16000,이천 십 삼 년 기준으로 인구 커버율은 이십 퍼센트대다,9,22,0.3304061596297366,high(30%~),train,zk_00361
train,9387,131,6.0294375,16000,그렇게 하면서 그는 또한 혁신적인 수공학 기술을 전격 도입하였습니다,9,29,0.28875219405026853,mid(15~30%),train,zk_00362
train,9391,131,7.8551875,16000,할머니의 이웃들 중 상당수가 코코넛 목재로 오두막을 지었고 지붕은 말린 코코넛 잎으로 만들었지요,13,41,0.22163866960705472,mid(15~30%),train,zk_00363
train,9402,131,5.1260625,16000,사장은 석 달을 채우지 못했으니 돈을 줄 수 없다고 했다,10,22,0.33963950049652464,high(30%~),train,zk_00364
train,9410,131,5.079875,16000,구 솔직히 삼십 에서 사십 대 분들에겐 화가 안 나요,10,20,0.34272758818159227,high(30%~),train,zk_00365
train,9419,131,8.905875,16000,한겨레신문 한겨레 이십 일 한겨레는 한국온라인신문협회의 디지털뉴스이용규칙에 따른 저작권을 행사합니다,10,46,0.19549042705112818,mid(15~30%),train,zk_00366
train,9430,131,6.4209375,16000,한국갤럽은 십 사 일 이같은 내용의 사 월 두 주차 여론조사 결과를 발표했다,13,30,0.27114627840778177,mid(15~30%),train,zk_00367
train,9436,131,5.787875,16000,하지만 때때로 해로운 병균 때문에 몸에 이상을 느끼기도 합니다,9,26,0.3008035430989726,high(30%~),train,zk_00368
train,9440,131,6.87575,16000,온라인에서는 옥시 불매운동 여론과 함께 대체품을 소개하는 글이 퍼지고 있습니다,10,34,0.25321067621917115,mid(15~30%),train,zk_00369
test,79,132,8.8818125,16000,대외변수에 실적 불안감까지 겹치면서 코스피 낙폭이 어느 정도 수준까지 이어질지 가늠하기도 어려운 상황이다,13,46,0.19602004737366005,mid(15~30%),train,zk_00370
test,80,132,6.0781875,16000,유열씨는 일본 국적자로 분류되면서 군대를 가지 않았다,7,23,0.2864362619636143,mid(15~30%),train,zk_00371
test,82,132,6.5608125,16000,그리고 수사를 관련자를 마흔 여섯 명이나 불러서 조사를 했어요,9,26,0.2653655026742444,mid(15~30%),train,zk_00372
test,84,132,7.282,16000,이 미사일을 실은 잠수함이 새벽에 동해로 기습 출격했다 다시 돌아갔습니다,10,31,0.23908449698076986,mid(15~30%),train,zk_00373
test,87,132,11.993625,16000,시간이 흐를수록 피고인 박씨에게 불리한 재판부의 판결이 이어지자 법정 안에 방청객으로 앉아 있던 피고인 박씨의 가족들 사이에서 불만의 소리가 터져 나왔다,21,65,0.14516155932955768,low(~15%),train,zk_00374
test,93,132,7.087625,16000,그러나 이번 작전 성공으로 그동안 실추된 명예를 어느 정도나마 회복한 셈이다,11,32,0.24564128421212553,mid(15~30%),train,zk_00375
