sample_id,speaker,dataset_split,ratio_bin,n_words_replaced,original_text,replaced_tail,new_text,duration,word_count_ok
zk_00095,159,test,low,2,평소 규정과 절차에 맞는 업무 처리를 중시하던 그는 군 내부에 문제를 제기했다,문제를 해결했다,평소 규정과 절차에 맞는 업무 처리를 중시하던 그는 군 내부에 문제를 해결했다,6.8748125,True
zk_00095,159,test,mid,3,평소 규정과 절차에 맞는 업무 처리를 중시하던 그는 군 내부에 문제를 제기했다,내부에 문제를 은폐했다,평소 규정과 절차에 맞는 업무 처리를 중시하던 그는 군 내부에 문제를 은폐했다,6.8748125,True
zk_00095,159,test,high,5,평소 규정과 절차에 맞는 업무 처리를 중시하던 그는 군 내부에 문제를 제기했다,그는 군 내부에 문제를 은폐했다,평소 규정과 절차에 맞는 업무 처리를 중시하던 그는 군 내부에 문제를 은폐했다,6.8748125,True
zk_00096,159,test,low,2,이날 미국 에너지정보국은 지난주 원유 재고가 전주보다 육백 삼십 만 배럴 증가한 사 억 천 삼백 여섯 만배럴을 기록했다고 밝혔다,기록하지 않았다,이날 미국 에너지정보국은 지난주 원유 재고가 전주보다 육백 삼십 만 배럴 증가한 사 억 천 삼백 여섯 만배럴을 기록하지 않았다,10.3325625,True
zk_00096,159,test,mid,3,이날 미국 에너지정보국은 지난주 원유 재고가 전주보다 육백 삼십 만 배럴 증가한 사 억 천 삼백 여섯 만배럴을 기록했다고 밝혔다,최저점을 기록했다고 밝혔다,이날 미국 에너지정보국은 지난주 원유 재고가 전주보다 육백 삼십 만 배럴 증가한 사 억 천 삼백 여섯 최저점을 기록했다고 밝혔다,10.3325625,True
zk_00096,159,test,high,5,이날 미국 에너지정보국은 지난주 원유 재고가 전주보다 육백 삼십 만 배럴 증가한 사 억 천 삼백 여섯 만배럴을 기록했다고 밝혔다,삼백 여섯 만배럴을 미달했다고 밝혔다,이날 미국 에너지정보국은 지난주 원유 재고가 전주보다 육백 삼십 만 배럴 증가한 사 억 천 삼백 여섯 만배럴을 미달했다고 밝혔다,10.3325625,True
zk_00097,159,test,low,2,후속 대책으로 판매 제품 전량을 신제품으로 교환하기로 했다,반환하기로 했다,후속 대책으로 판매 제품 전량을 신제품으로 반환하기로 했다,5.1239375,True
zk_00097,159,test,mid,3,후속 대책으로 판매 제품 전량을 신제품으로 교환하기로 했다,교환을 거부하기로 했다,후속 대책으로 판매 제품 전량을 교환을 거부하기로 했다,5.1239375,True
zk_00097,159,test,high,5,후속 대책으로 판매 제품 전량을 신제품으로 교환하기로 했다,제품 전량을 반품하기로 최종 결정했다,후속 대책으로 판매 제품 전량을 반품하기로 최종 결정했다,5.1239375,True
zk_00098,159,test,low,2,연금 가입 등 은퇴 이후 소득 준비가 실제로 나아진 요인도 있지만 눈높이가 낮아진 요인도 작용한 것이다,작용하지 않았다,연금 가입 등 은퇴 이후 소득 준비가 실제로 나아진 요인도 있지만 눈높이가 낮아진 요인도 작용하지 않았다,8.256,True
zk_00098,159,test,mid,3,연금 가입 등 은퇴 이후 소득 준비가 실제로 나아진 요인도 있지만 눈높이가 낮아진 요인도 작용한 것이다,요인도 작용하지 않았다,연금 가입 등 은퇴 이후 소득 준비가 실제로 나아진 요인도 있지만 눈높이가 낮아진 요인도 작용하지 않았다,8.256,True
zk_00098,159,test,high,5,연금 가입 등 은퇴 이후 소득 준비가 실제로 나아진 요인도 있지만 눈높이가 낮아진 요인도 작용한 것이다,눈높이가 높아진 요인도 작용한 것이다,연금 가입 등 은퇴 이후 소득 준비가 실제로 나아진 요인도 있지만 눈높이가 높아진 요인도 작용한 것이다,8.256,True
zk_00099,159,test,low,2,이제 퇴근하면 뭐 할 거냐고 묻자 이씨와 최씨 그리고 김동윤씨가 각자 대답했다,대답하지 않았다,이제 퇴근하면 뭐 할 거냐고 묻자 이씨와 최씨 그리고 김동윤씨가 대답하지 않았다,6.1705,True
zk_00099,159,test,mid,3,이제 퇴근하면 뭐 할 거냐고 묻자 이씨와 최씨 그리고 김동윤씨가 각자 대답했다,김동윤씨가 답변을 거부했다,이제 퇴근하면 뭐 할 거냐고 묻자 이씨와 최씨 그리고 김동윤씨가 답변을 거부했다,6.1705,True
zk_00099,159,test,high,5,이제 퇴근하면 뭐 할 거냐고 묻자 이씨와 최씨 그리고 김동윤씨가 각자 대답했다,최씨 그리고 김동윤씨가 침묵을 지켰다,이제 퇴근하면 뭐 할 거냐고 묻자 이씨와 최씨 그리고 김동윤씨가 침묵을 지켰다,6.1705,True
zk_00100,161,test,low,2,이와 관련 김 대표는 최근 언론 인터뷰에서 문 전 대표가 김 대표를 삼고초려할 때 대선까지 당을 이끌어달라고 했나는 질문에 그렇게 얘기했다고 언급한 바 있다,없어 보인다,이와 관련 김 대표는 최근 언론 인터뷰에서 문 전 대표가 김 대표를 삼고초려할 때 대선까지 당을 이끌어달라고 했나는 질문에 그렇게 얘기했다고 언급한 없어 보인다,12.38425,True
zk_00100,161,test,mid,3,이와 관련 김 대표는 최근 언론 인터뷰에서 문 전 대표가 김 대표를 삼고초려할 때 대선까지 당을 이끌어달라고 했나는 질문에 그렇게 얘기했다고 언급한 바 있다,언급한 바 없다,이와 관련 김 대표는 최근 언론 인터뷰에서 문 전 대표가 김 대표를 삼고초려할 때 대선까지 당을 이끌어달라고 했나는 질문에 그렇게 얘기했다고 언급한 바 없다,12.38425,True
zk_00100,161,test,high,5,이와 관련 김 대표는 최근 언론 인터뷰에서 문 전 대표가 김 대표를 삼고초려할 때 대선까지 당을 이끌어달라고 했나는 질문에 그렇게 얘기했다고 언급한 바 있다,그렇게 얘기한 적이 없다고 했다,이와 관련 김 대표는 최근 언론 인터뷰에서 문 전 대표가 김 대표를 삼고초려할 때 대선까지 당을 이끌어달라고 했나는 질문에 그렇게 얘기한 적이 없다고 했다,12.38425,True
zk_00101,161,test,low,2,재계약 과정에서도 수당 상여금 요청을 번번이 거부당한 박씨는 결국 올 이 월 서울지방노동위원회에 차별시정 신청을 냈다,신청을 취소했다,재계약 과정에서도 수당 상여금 요청을 번번이 거부당한 박씨는 결국 올 이 월 서울지방노동위원회에 차별시정 신청을 취소했다,9.9109375,True
zk_00101,161,test,mid,3,재계약 과정에서도 수당 상여금 요청을 번번이 거부당한 박씨는 결국 올 이 월 서울지방노동위원회에 차별시정 신청을 냈다,차별시정 신청을 취소했다,재계약 과정에서도 수당 상여금 요청을 번번이 거부당한 박씨는 결국 올 이 월 서울지방노동위원회에 차별시정 신청을 취소했다,9.9109375,True
zk_00101,161,test,high,5,재계약 과정에서도 수당 상여금 요청을 번번이 거부당한 박씨는 결국 올 이 월 서울지방노동위원회에 차별시정 신청을 냈다,월 서울지방노동위원회에 차별시정 신청을 취소했다,재계약 과정에서도 수당 상여금 요청을 번번이 거부당한 박씨는 결국 올 이 월 서울지방노동위원회에 차별시정 신청을 취소했다,9.9109375,True
zk_00102,161,test,low,2,박정희 향수는 그쯤에서 박정희가 죽었기 때문에 나타난 현상이다,숨겨진 본질이다,박정희 향수는 그쯤에서 박정희가 죽었기 때문에 숨겨진 본질이다,5.5439375,True
zk_00102,161,test,mid,3,박정희 향수는 그쯤에서 박정희가 죽었기 때문에 나타난 현상이다,때문에 나타난 가능성이다,박정희 향수는 그쯤에서 박정희가 죽었기 때문에 나타난 가능성이다,5.5439375,True
zk_00102,161,test,high,5,박정희 향수는 그쯤에서 박정희가 죽었기 때문에 나타난 현상이다,박정희가 살았기 때문에 나타난 현상이다,박정희 향수는 그쯤에서 박정희가 살았기 때문에 나타난 현상이다,5.5439375,True
zk_00103,161,test,low,2,동시 다량 정밀타격이 가능한 미사일 전력과 전담 투입 작전부대를 운용해 김정은 등 북한 전쟁지휘부를 직접 겨냥해 응징 보복하는 체계를 말한다,체계를 거부한다,동시 다량 정밀타격이 가능한 미사일 전력과 전담 투입 작전부대를 운용해 김정은 등 북한 전쟁지휘부를 직접 겨냥해 응징 보복하는 체계를 거부한다,10.0178125,True
zk_00103,161,test,mid,3,동시 다량 정밀타격이 가능한 미사일 전력과 전담 투입 작전부대를 운용해 김정은 등 북한 전쟁지휘부를 직접 겨냥해 응징 보복하는 체계를 말한다,용서하는 체계를 말한다,동시 다량 정밀타격이 가능한 미사일 전력과 전담 투입 작전부대를 운용해 김정은 등 북한 전쟁지휘부를 직접 겨냥해 응징 용서하는 체계를 말한다,10.0178125,True
zk_00103,161,test,high,5,동시 다량 정밀타격이 가능한 미사일 전력과 전담 투입 작전부대를 운용해 김정은 등 북한 전쟁지휘부를 직접 겨냥해 응징 보복하는 체계를 말한다,겨냥해 용서 관용하는 체계를 말한다,동시 다량 정밀타격이 가능한 미사일 전력과 전담 투입 작전부대를 운용해 김정은 등 북한 전쟁지휘부를 직접 겨냥해 용서 관용하는 체계를 말한다,10.0178125,True
zk_00104,161,test,low,2,그런데 간 김에 우리 내외가 피검사 등 건강검진을 했다,건강검진을 안했다,그런데 간 김에 우리 내외가 피검사 등 건강검진을 안했다,5.09425,True
zk_00104,161,test,mid,3,그런데 간 김에 우리 내외가 피검사 등 건강검진을 했다,등 건강검진을 미뤘다,그런데 간 김에 우리 내외가 피검사 등 건강검진을 미뤘다,5.09425,True
zk_00104,161,test,high,5,그런데 간 김에 우리 내외가 피검사 등 건강검진을 했다,내외가 피검사 등을 거부했었다,그런데 간 김에 우리 내외가 피검사 등을 거부했었다,5.09425,False
zk_00105,161,test,low,2,이들 병원은 격리시설 마련 등의 준비를 거친 후 오는 십 오 일부터 순차적으로 안심병원 운영에 들어간다,운영을 중단한다,이들 병원은 격리시설 마련 등의 준비를 거친 후 오는 십 오 일부터 순차적으로 안심병원 운영을 중단한다,8.7735,True
zk_00105,161,test,mid,3,이들 병원은 격리시설 마련 등의 준비를 거친 후 오는 십 오 일부터 순차적으로 안심병원 운영에 들어간다,안심병원 운영을 중단한다,이들 병원은 격리시설 마련 등의 준비를 거친 후 오는 십 오 일부터 순차적으로 안심병원 운영을 중단한다,8.7735,True
zk_00105,161,test,high,5,이들 병원은 격리시설 마련 등의 준비를 거친 후 오는 십 오 일부터 순차적으로 안심병원 운영에 들어간다,일부터 순차적으로 안심병원 운영을 중단한다,이들 병원은 격리시설 마련 등의 준비를 거친 후 오는 십 오 일부터 순차적으로 안심병원 운영을 중단한다,8.7735,True
zk_00106,161,test,low,2,머스크의 상상력이 현실에서 펼쳐질 가능성이 커지면서 개발업체를 향한 투자도 이어지고 있다,끝나고 있다,머스크의 상상력이 현실에서 펼쳐질 가능성이 커지면서 개발업체를 향한 투자도 끝나고 있다,6.6376875,True
zk_00106,161,test,mid,3,머스크의 상상력이 현실에서 펼쳐질 가능성이 커지면서 개발업체를 향한 투자도 이어지고 있다,투자가 중단되고 있다,머스크의 상상력이 현실에서 펼쳐질 가능성이 커지면서 개발업체를 향한 투자가 중단되고 있다,6.6376875,True
zk_00106,161,test,high,5,머스크의 상상력이 현실에서 펼쳐질 가능성이 커지면서 개발업체를 향한 투자도 이어지고 있다,개발업체를 향한 투자가 중단되고 있다,머스크의 상상력이 현실에서 펼쳐질 가능성이 커지면서 개발업체를 향한 투자가 중단되고 있다,6.6376875,True
zk_00107,161,test,low,2,멋진 동물들 중 하나 어쩌면 위풍당당한 사자나 거대한 시베리아호랑이를 안거나 쓰다듬어 보기를 바란 적이 있습니까,없는 걸까요,멋진 동물들 중 하나 어쩌면 위풍당당한 사자나 거대한 시베리아호랑이를 안거나 쓰다듬어 보기를 바란 없는 걸까요,9.2179375,True
zk_00107,161,test,mid,3,멋진 동물들 중 하나 어쩌면 위풍당당한 사자나 거대한 시베리아호랑이를 안거나 쓰다듬어 보기를 바란 적이 있습니까,바란 적이 없습니까,멋진 동물들 중 하나 어쩌면 위풍당당한 사자나 거대한 시베리아호랑이를 안거나 쓰다듬어 보기를 바란 적이 없습니까,9.2179375,True
zk_00107,161,test,high,5,멋진 동물들 중 하나 어쩌면 위풍당당한 사자나 거대한 시베리아호랑이를 안거나 쓰다듬어 보기를 바란 적이 있습니까,때려보기를 바란 적이 있었습니까,멋진 동물들 중 하나 어쩌면 위풍당당한 사자나 거대한 시베리아호랑이를 안거나 때려보기를 바란 적이 있었습니까,9.2179375,False
zk_00108,161,test,low,2,박정희 전 대통령이 사십 년전 창원기계공업단지를 지정했고 같은해에 거제에 조선공업단지를 지정했다,조선공업단지를 해제했다,박정희 전 대통령이 사십 년전 창원기계공업단지를 지정했고 같은해에 거제에 조선공업단지를 해제했다,8.708375,True
zk_00108,161,test,mid,3,박정희 전 대통령이 사십 년전 창원기계공업단지를 지정했고 같은해에 거제에 조선공업단지를 지정했다,거제에 조선공업단지를 해제했다,박정희 전 대통령이 사십 년전 창원기계공업단지를 지정했고 같은해에 거제에 조선공업단지를 해제했다,8.708375,True
zk_00108,161,test,high,5,박정희 전 대통령이 사십 년전 창원기계공업단지를 지정했고 같은해에 거제에 조선공업단지를 지정했다,거제에 조선공업단지를 지정하지 않았다,박정희 전 대통령이 사십 년전 창원기계공업단지를 거제에 조선공업단지를 지정하지 않았다,8.708375,False
zk_00109,161,test,low,2,학교 무상급식 지원을 중단한 홍준표 경남도지사가 이 의원의 질의를 듣고 있다,무시하고 있다,학교 무상급식 지원을 중단한 홍준표 경남도지사가 이 의원의 질의를 무시하고 있다,7.1775625,True
zk_00109,161,test,mid,3,학교 무상급식 지원을 중단한 홍준표 경남도지사가 이 의원의 질의를 듣고 있다,질의를 거부하고 있다,학교 무상급식 지원을 중단한 홍준표 경남도지사가 이 의원의 질의를 거부하고 있다,7.1775625,True
zk_00109,161,test,high,5,학교 무상급식 지원을 중단한 홍준표 경남도지사가 이 의원의 질의를 듣고 있다,이 의원의 질의를 무시하고 있다,학교 무상급식 지원을 중단한 홍준표 경남도지사가 이 의원의 질의를 무시하고 있다,7.1775625,True
zk_00110,162,test,low,2,하지만 사실 우리 각자에게는 그보다 훨씬 더 가치 있는 액체가 몇 리터씩 있습니다,리터씩 없습니다,하지만 사실 우리 각자에게는 그보다 훨씬 더 가치 있는 액체가 몇 리터씩 없습니다,6.51125,True
zk_00110,162,test,mid,3,하지만 사실 우리 각자에게는 그보다 훨씬 더 가치 있는 액체가 몇 리터씩 있습니다,몇 리터씩 없습니다,하지만 사실 우리 각자에게는 그보다 훨씬 더 가치 있는 액체가 몇 리터씩 없습니다,6.51125,True
zk_00110,162,test,high,5,하지만 사실 우리 각자에게는 그보다 훨씬 더 가치 있는 액체가 몇 리터씩 있습니다,없는 액체가 몇 리터씩 없습니다,하지만 사실 우리 각자에게는 그보다 훨씬 더 가치 없는 액체가 몇 리터씩 없습니다,6.51125,True
zk_00111,162,test,low,2,삼성그룹 안팎에선 이 지분을 모두 매각해 경영권을 넘기는 방안이 유력하게 보고 있습니다,외면하고 있습니다,삼성그룹 안팎에선 이 지분을 모두 매각해 경영권을 넘기는 방안이 유력하게 외면하고 있습니다,7.2535,True
zk_00111,162,test,mid,3,삼성그룹 안팎에선 이 지분을 모두 매각해 경영권을 넘기는 방안이 유력하게 보고 있습니다,부정적으로 보고 있습니다,삼성그룹 안팎에선 이 지분을 모두 매각해 경영권을 넘기는 방안이 부정적으로 보고 있습니다,7.2535,True
zk_00111,162,test,high,5,삼성그룹 안팎에선 이 지분을 모두 매각해 경영권을 넘기는 방안이 유력하게 보고 있습니다,막기는 방안이 유력하게 보고 있습니다,삼성그룹 안팎에선 이 지분을 모두 매각해 경영권을 막기는 방안이 유력하게 보고 있습니다,7.2535,True
zk_00112,162,test,low,2,각 언론사에서 대선주자 취재를 전담하는 마크맨도 아예 없다,많이 있다,각 언론사에서 대선주자 취재를 전담하는 마크맨도 많이 있다,5.611625,True
zk_00112,162,test,mid,3,각 언론사에서 대선주자 취재를 전담하는 마크맨도 아예 없다,마크맨도 아주 많다,각 언론사에서 대선주자 취재를 전담하는 마크맨도 아주 많다,5.611625,True
zk_00112,162,test,high,5,각 언론사에서 대선주자 취재를 전담하는 마크맨도 아예 없다,취재를 전담하는 마크맨이 많이 있다,각 언론사에서 대선주자 취재를 전담하는 마크맨이 많이 있다,5.611625,True
zk_00113,162,test,low,2,정연국 대변인은 국민이 큰 충격에 빠져 있는데 이른 시일 내에 귀국해 의혹을 해소시켜야 한다고 촉구했다,한다고 반박했다,정연국 대변인은 국민이 큰 충격에 빠져 있는데 이른 시일 내에 귀국해 의혹을 해소시켜야 한다고 반박했다,8.1835625,True
zk_00113,162,test,mid,3,정연국 대변인은 국민이 큰 충격에 빠져 있는데 이른 시일 내에 귀국해 의혹을 해소시켜야 한다고 촉구했다,방치해야 한다고 주장했다,정연국 대변인은 국민이 큰 충격에 빠져 있는데 이른 시일 내에 귀국해 의혹을 방치해야 한다고 주장했다,8.1835625,True
zk_00113,162,test,high,5,정연국 대변인은 국민이 큰 충격에 빠져 있는데 이른 시일 내에 귀국해 의혹을 해소시켜야 한다고 촉구했다,귀국해 의혹을 키워야 한다고 촉구했다,정연국 대변인은 국민이 큰 충격에 빠져 있는데 이른 시일 내에 귀국해 의혹을 키워야 한다고 촉구했다,8.1835625,True
zk_00114,162,test,low,2,아울러 획정 기준은 현행 공직선거법을 근거로 게리맨더링을 방지하고 지역대표성을 확보하는 등 기본 원칙을 지킨다는 방침이다,버린다는 방침이다,아울러 획정 기준은 현행 공직선거법을 근거로 게리맨더링을 방지하고 지역대표성을 확보하는 등 기본 원칙을 버린다는 방침이다,10.1823125,True
zk_00114,162,test,mid,3,아울러 획정 기준은 현행 공직선거법을 근거로 게리맨더링을 방지하고 지역대표성을 확보하는 등 기본 원칙을 지킨다는 방침이다,원칙을 무시한다는 방침이다,아울러 획정 기준은 현행 공직선거법을 근거로 게리맨더링을 방지하고 지역대표성을 확보하는 등 기본 원칙을 무시한다는 방침이다,10.1823125,True
zk_00114,162,test,high,5,아울러 획정 기준은 현행 공직선거법을 근거로 게리맨더링을 방지하고 지역대표성을 확보하는 등 기본 원칙을 지킨다는 방침이다,등 기본 원칙을 무시한다는 방침이다,아울러 획정 기준은 현행 공직선거법을 근거로 게리맨더링을 방지하고 지역대표성을 확보하는 등 기본 원칙을 무시한다는 방침이다,10.1823125,True
zk_00115,162,test,low,2,뇌 먹는 아메바로 불리는 이 단세포 생물은 강이나 호수에 번식하다가 코나 입을 통해 사람의 몸에 들어가 뇌나 척추로 침투한다,척추를 피한다,뇌 먹는 아메바로 불리는 이 단세포 생물은 강이나 호수에 번식하다가 코나 입을 통해 사람의 몸에 들어가 뇌나 척추를 피한다,10.0259375,True
zk_00115,162,test,mid,3,뇌 먹는 아메바로 불리는 이 단세포 생물은 강이나 호수에 번식하다가 코나 입을 통해 사람의 몸에 들어가 뇌나 척추로 침투한다,뇌나 척추를 피한다,뇌 먹는 아메바로 불리는 이 단세포 생물은 강이나 호수에 번식하다가 코나 입을 통해 사람의 몸에 들어가 뇌나 척추를 피한다,10.0259375,True
zk_00115,162,test,high,5,뇌 먹는 아메바로 불리는 이 단세포 생물은 강이나 호수에 번식하다가 코나 입을 통해 사람의 몸에 들어가 뇌나 척추로 침투한다,몸 밖으로 완전히 배출되어 간다,뇌 먹는 아메바로 불리는 이 단세포 생물은 강이나 호수에 번식하다가 코나 입을 통해 사람의 몸 밖으로 완전히 배출되어 간다,10.0259375,True
zk_00116,162,test,low,2,서울중앙지법 형사합의 이십 칠 부는 십 칠 일 공직선거법 위반 혐의로 기소된 양씨 등 일곱 명에 대해 각각 벌금 칠백 만 에서 천 오백 만원을 선고했다,무죄를 선고했다,서울중앙지법 형사합의 이십 칠 부는 십 칠 일 공직선거법 위반 혐의로 기소된 양씨 등 일곱 명에 대해 각각 벌금 칠백 만 에서 천 오백 무죄를 선고했다,10.7233125,True
zk_00116,162,test,mid,3,서울중앙지법 형사합의 이십 칠 부는 십 칠 일 공직선거법 위반 혐의로 기소된 양씨 등 일곱 명에 대해 각각 벌금 칠백 만 에서 천 오백 만원을 선고했다,오백 만원을 감면했다,서울중앙지법 형사합의 이십 칠 부는 십 칠 일 공직선거법 위반 혐의로 기소된 양씨 등 일곱 명에 대해 각각 벌금 칠백 만 에서 천 오백 만원을 감면했다,10.7233125,True
zk_00116,162,test,high,5,서울중앙지법 형사합의 이십 칠 부는 십 칠 일 공직선거법 위반 혐의로 기소된 양씨 등 일곱 명에 대해 각각 벌금 칠백 만 에서 천 오백 만원을 선고했다,에서 천 오백 만원을 감면했다,서울중앙지법 형사합의 이십 칠 부는 십 칠 일 공직선거법 위반 혐의로 기소된 양씨 등 일곱 명에 대해 각각 벌금 칠백 만 에서 천 오백 만원을 감면했다,10.7233125,True
zk_00117,162,test,low,2,만약 사망할 정도로 큰 충격을 받았다면 부딪치는 소리가 크게 났을 텐데 남자친구가 인지하지 못했다는 것이 의아하다,것이 자연스럽다,만약 사망할 정도로 큰 충격을 받았다면 부딪치는 소리가 크게 났을 텐데 남자친구가 인지하지 못했다는 것이 자연스럽다,9.2148125,True
zk_00117,162,test,mid,3,만약 사망할 정도로 큰 충격을 받았다면 부딪치는 소리가 크게 났을 텐데 남자친구가 인지하지 못했다는 것이 의아하다,했다는 것이 당연하다,만약 사망할 정도로 큰 충격을 받았다면 부딪치는 소리가 크게 났을 텐데 남자친구가 인지하지 했다는 것이 당연하다,9.2148125,True
zk_00117,162,test,high,5,만약 사망할 정도로 큰 충격을 받았다면 부딪치는 소리가 크게 났을 텐데 남자친구가 인지하지 못했다는 것이 의아하다,남자친구가 인지했다는 것이 당연하다,만약 사망할 정도로 큰 충격을 받았다면 부딪치는 소리가 크게 났을 텐데 남자친구가 인지했다는 것이 당연하다,9.2148125,False
zk_00118,162,test,low,2,개인별 체크 결과에 따라 그에 맞는 예방 운동을 진행한다,운동을 중단한다,개인별 체크 결과에 따라 그에 맞는 예방 운동을 중단한다,4.9638125,True
zk_00118,162,test,mid,3,개인별 체크 결과에 따라 그에 맞는 예방 운동을 진행한다,예방 운동을 중단한다,개인별 체크 결과에 따라 그에 맞는 예방 운동을 중단한다,4.9638125,True
zk_00118,162,test,high,5,개인별 체크 결과에 따라 그에 맞는 예방 운동을 진행한다,그에 맞는 예방 운동을 피한다,개인별 체크 결과에 따라 그에 맞는 예방 운동을 피한다,4.9638125,True
zk_00119,162,test,low,2,이전에 제기됐던 성능문제도 다양한 개발툴이 등장하면서 차츰 개선되고 있어 앞으로 더욱 이런 추세는 지속될 것으로 예상된다,불가능할 것이다,이전에 제기됐던 성능문제도 다양한 개발툴이 등장하면서 차츰 개선되고 있어 앞으로 더욱 이런 추세는 지속될 불가능할 것이다,9.575125,True
zk_00119,162,test,mid,3,이전에 제기됐던 성능문제도 다양한 개발툴이 등장하면서 차츰 개선되고 있어 앞으로 더욱 이런 추세는 지속될 것으로 예상된다,곧 끝날 것으로,이전에 제기됐던 성능문제도 다양한 개발툴이 등장하면서 차츰 개선되고 있어 앞으로 더욱 이런 추세는 곧 끝날 것으로,9.575125,True
zk_00119,162,test,high,5,이전에 제기됐던 성능문제도 다양한 개발툴이 등장하면서 차츰 개선되고 있어 앞으로 더욱 이런 추세는 지속될 것으로 예상된다,이런 추세는 곧 사라질 것이다,이전에 제기됐던 성능문제도 다양한 개발툴이 등장하면서 차츰 개선되고 있어 앞으로 더욱 이런 추세는 곧 사라질 것이다,9.575125,True
zk_00120,173,test,low,2,오백 유로 지폐로 이용해 수백만 달러를 조성할 때 그 무게는 이 쩜 이 파운드에 불과하다,파운드를 초과한다,오백 유로 지폐로 이용해 수백만 달러를 조성할 때 그 무게는 이 쩜 이 파운드를 초과한다,6.836875,True
zk_00120,173,test,mid,3,오백 유로 지폐로 이용해 수백만 달러를 조성할 때 그 무게는 이 쩜 이 파운드에 불과하다,이 파운드를 초과한다,오백 유로 지폐로 이용해 수백만 달러를 조성할 때 그 무게는 이 쩜 이 파운드를 초과한다,6.836875,True
zk_00120,173,test,high,5,오백 유로 지폐로 이용해 수백만 달러를 조성할 때 그 무게는 이 쩜 이 파운드에 불과하다,이 정도 이 파운드는 많다,오백 유로 지폐로 이용해 수백만 달러를 조성할 때 그 무게는 이 정도 이 파운드는 많다,6.836875,True
zk_00121,173,test,low,2,외부투자를 속속 받으며 부상하던 여기어때와 야놀자가 해킹 파문과 성매매 논란에 휩싸이면서 전례 없는 혼란에 빠졌다,질서를 잡았다,외부투자를 속속 받으며 부상하던 여기어때와 야놀자가 해킹 파문과 성매매 논란에 휩싸이면서 전례 없는 질서를 잡았다,9.252375,True
zk_00121,173,test,mid,3,외부투자를 속속 받으며 부상하던 여기어때와 야놀자가 해킹 파문과 성매매 논란에 휩싸이면서 전례 없는 혼란에 빠졌다,명확한 판단을 했다,외부투자를 속속 받으며 부상하던 여기어때와 야놀자가 해킹 파문과 성매매 논란에 휩싸이면서 전례 명확한 판단을 했다,9.252375,True
zk_00121,173,test,high,5,외부투자를 속속 받으며 부상하던 여기어때와 야놀자가 해킹 파문과 성매매 논란에 휩싸이면서 전례 없는 혼란에 빠졌다,휩싸이면서 예상대로 질서를 잘 유지했다,외부투자를 속속 받으며 부상하던 여기어때와 야놀자가 해킹 파문과 성매매 논란에 휩싸이면서 예상대로 질서를 잘 유지했다,9.252375,True
zk_00122,173,test,low,2,이번 경매 낙찰 회사인 기요무라의 기무라 기요시 사장은 쓰키지시장 최후의 새해 첫경매 낙찰자가 돼서 감개무량하다,돼서 한탄스럽다,이번 경매 낙찰 회사인 기요무라의 기무라 기요시 사장은 쓰키지시장 최후의 새해 첫경매 낙찰자가 돼서 한탄스럽다,8.94525,True
zk_00122,173,test,mid,3,이번 경매 낙찰 회사인 기요무라의 기무라 기요시 사장은 쓰키지시장 최후의 새해 첫경매 낙찰자가 돼서 감개무량하다,낙찰자가 아니라 섭섭하다,이번 경매 낙찰 회사인 기요무라의 기무라 기요시 사장은 쓰키지시장 최후의 새해 첫경매 낙찰자가 아니라 섭섭하다,8.94525,True
zk_00122,173,test,high,5,이번 경매 낙찰 회사인 기요무라의 기무라 기요시 사장은 쓰키지시장 최후의 새해 첫경매 낙찰자가 돼서 감개무량하다,새해 첫경매 낙찰에 실패해서 아쉽다,이번 경매 낙찰 회사인 기요무라의 기무라 기요시 사장은 쓰키지시장 최후의 새해 첫경매 낙찰에 실패해서 아쉽다,8.94525,True
zk_00123,173,test,low,2,정부가 이천 십 삼 년 소득공제를 세액공제로 바꾸고 올해 들어 연말정산 파동이 커지자 저소득층 및 중산층 세금을 깎으면서다,세금을 걷으면서다,정부가 이천 십 삼 년 소득공제를 세액공제로 바꾸고 올해 들어 연말정산 파동이 커지자 저소득층 및 중산층 세금을 걷으면서다,9.396375,True
zk_00123,173,test,mid,3,정부가 이천 십 삼 년 소득공제를 세액공제로 바꾸고 올해 들어 연말정산 파동이 커지자 저소득층 및 중산층 세금을 깎으면서다,중산층 세금을 올리면서다,정부가 이천 십 삼 년 소득공제를 세액공제로 바꾸고 올해 들어 연말정산 파동이 커지자 저소득층 및 중산층 세금을 올리면서다,9.396375,True
zk_00123,173,test,high,5,정부가 이천 십 삼 년 소득공제를 세액공제로 바꾸고 올해 들어 연말정산 파동이 커지자 저소득층 및 중산층 세금을 깎으면서다,저소득층 및 중산층 세금을 올리면서다,정부가 이천 십 삼 년 소득공제를 세액공제로 바꾸고 올해 들어 연말정산 파동이 커지자 저소득층 및 중산층 세금을 올리면서다,9.396375,True
zk_00124,173,test,low,2,울산의 경우 도시 근교농업을 발전시켜 공급하는 체계를 갖춰야 한다며 앞으로 신규 품목 단지를 발굴 농가들에 인센티브를 제공하는 등 관련 투자를 강화할 예정이라고 말했다,거짓이라고 말했다,울산의 경우 도시 근교농업을 발전시켜 공급하는 체계를 갖춰야 한다며 앞으로 신규 품목 단지를 발굴 농가들에 인센티브를 제공하는 등 관련 투자를 강화할 거짓이라고 말했다,12.6455625,True
